sura,aya,text
4,92,"ஓர் இறைநம்பிக்கையாளருக்கு மற்றோர் இறை நம்பிக்கையாளரைக் கொல்வது என்பது ஏற்ற செயல் அல்ல; தவறாகக் கொன்றுவிட்டாலே தவிர! ஒருவர் ஓர் இறைநம்பிக்கையாளரைத் தவறாகக் கொலை செய்துவிட்டால் (அதற்குரிய பாவப் பரிகாரம்) இறைநம்பிக்கை கொண்ட ஓர் அடிமையை விடுதலை செய்வதாகும். மேலும், கொல்லப்பட்ட வரின் வாரிசுகளுக்கு உயிரீட்டுத் தொகையைக் கொடுத்துவிட வேண்டும்; அவர்கள் அதனை மன்னித்துவிட்டாலே தவிர! ஆனால் கொல்லப்பட்டவர் உங்களோடு பகைமை கொண்ட சமுதாயத்தைச் சார்ந்த இறைநம்பிக்கையாளராய் இருந்தால், (அதற்குரிய பரிகாரம்) ஓர் இறைநம்பிக்கை கொண்ட அடிமையை விடுதலை செய்வதாகும். மேலும், கொல்லப்பட்டவர் உங்களோடு உடன்படிக்கை செய்து கொண்ட (முஸ்லிமல்லாத) சமுதாயத்தைச் சார்ந்தவராக இருந்தால் (அதற்குரிய பரிகாரம்) அவருடைய வாரிசுகளுக்கு உயிரீட்டுத் தொகையை அளிப்பதுடன், இறைநம்பிக்கை கொண்ட ஓர் அடிமையை விடுதலை செய்யவும் வேண்டும். ஆனால், அடிமை கிடைக்கப் பெறாதவன் தொடர்ந்து இரு மாதங்கள் நோன்பு நோற்க வேண்டும். இவை பாவமன்னிப்புக்காக, அல்லாஹ்வினால் நிர்ணயிக்கப்பட்ட முறைகளாகும். மேலும், அல்லாஹ் நன்கறிந்தவனாகவும், நுண்ணறிவுடையவனாகவும் இருக்கின்றான்."
4,93,"ஓர் இறை நம்பிக்கையாளரை ஒருவன் வேண்டுமென்றே கொலை செய்து விட்டால், அவனுக்குரிய கூலி நரகமாகும். அதில் அவன் நிலையாக வீழ்ந்துகிடப்பான். மேலும், அவன் மீது அல்லாஹ்வின் கோபமும் அவனுடைய சாபமும் திணிக்கப்பட்டிருக்கிறது. மேலும், மிகப் பெரிய வேதனையும் அவனுக்காகத் தயார் செய்து வைக்கப்பட்டுள்ளது."
4,94,"இறைநம்பிக்கை கொண்டவர்களே! நீங்கள் அல்லாஹ்வின் வழியில் (ஜிஹாத் செய்யப்) புறப்படுவீர்களாயின் (பகைவனையும் நண்பனையும்) தெளிவாகப் பிரித்தறிந்து கொள்ளுங்கள். மேலும், உங்களுக்கு ஸலாம் (சாந்தி உண்டாகட்டும் என்று) சொன்னவரைப் பார்த்து, ""நீ இறை நம்பிக்கை கொண்டவன் அல்லன்"" எனக் கூறாதீர்கள். நீங்கள் இவ்வுலக வாழ்க்கைக்குரிய பொருள்களைத்தான் தேடுகிறீர்கள் என்றால், அல்லாஹ்விடம் ஏராளமான செல்வங்கள் உள்ளன. இதற்கு முன்பு நீங்களும் இதே நிலையில்தான் இருந்தீர்கள். பிறகு அல்லாஹ் உங்களுக்குப் பேருதவி புரிந்தான். எனவே, நீங்கள் தெளிவாகப் புரிந்து செயல்படுங்கள்! நீங்கள் செய்கின்றவற்றை அல்லாஹ் திண்ணமாகத் தெரிந்திருக்கின்றான்."
4,95,"இறைநம்பிக்கையாளர்களில் எவர்கள் தக்க காரணம் எதுவுமின்றி ஜிஹாதில் அறப்போரில் கலந்துகொள்ளாமல் தங்கி விடுகின்றார்களோ அவர்களும், எவர்கள் தங்களுடைய உயிராலும் பொருளாலும், அல்லாஹ்வின் வழியில் ஜிஹாத் செய்கின்றார்களோ அவர்களும் சமமாக மாட்டார்கள். ஜிஹாதில் கலந்து கொள்ளாமல் தங்கிவிட்டவர்களை விட தங்களுடைய உயிராலும் பொருளாலும் ஜிஹாத் செய்பவர்களுக்கு அல்லாஹ் சிறப்பான அந்தஸ்தை வைத்திருக்கின்றான். ஒவ்வொருவருக்கும் நன்மையையே அல்லாஹ் வாக்களித்துள்ளான். எனினும் ஜிஹாதில் கலந்து கொள்ளாமல் தங்கிவிட்டவர்களைவிட கலந்து கொண்டவர்களின் கூலி அவனிடம் மிக அதிகமானதாக இருக்கிறது."
4,96,"அவர்களுக்கு அல்லாஹ்விடம் மிக உயர்ந்த பதவிகளும் மன்னிப்பும் பேரருளும் இருக்கின்றன. மேலும் அல்லாஹ் மன்னிப்பு வழங்குபவனும், அருளிரக்கம் உடையவனுமாய் இருக்கின்றான்."
4,97,"தமக்குத் தாமே அநீதி இழைத்துக் கொண்டிருந்தவர்களின் உயிர்களை வானவர்கள் கைப்பற்றும்போது, அவர்களிடம் ""நீங்கள் எந்நிலையில் இருந்தீர்கள்?"" என வினவுவார்கள். அதற்கு அவர்கள் ""பூமியில் நாங்கள் பலவீனர்களாய் இருந்தோம்"" என பதிலளிப்பார்கள். ""அல்லாஹ்வின் பூமி விசாலமானதாய் இருக்கவில்லையா? அதில் நீங்கள் நாட்டைத் துறந்து (ஹிஜ்ரத்) சென்றிருக்க வேண்டாமா?"" என வானவர்கள் வினவுவார்கள். இவர்களுக்குரிய இருப்பிடம் நரகம்தான்! மேலும் அது மிகக் கொடிய இருப்பிடமாகும்."
4,98,"ஆனால், எவ்வித உபாயத்தையும் மேற்கொள்ள முடியாமல், எந்த வழிவகையும் பெறாமல், உண்மையிலேயே இயலாதவர்களாயிருக்கும் ஆண்கள், பெண்கள் மற்றும் குழந்தைகளைத் தவிர."
4,99,"அவர்களை அல்லாஹ் பிழை பொறுக்கக்கூடும். அல்லாஹ் மிக்க பிழை பொறுப்பவனும், மன்னிப்பு வழங்குபவனும் ஆவான்."
4,100,"எவர் அல்லாஹ்வின் வழியில் ஹிஜ்ரத் செய்கின்றாரோ, அவர் பூமியில் எண்ணற்ற தங்குமிடங்களையும் வாழ்வதற்கான பெரும் வசதி வாய்ப்பையும் காண்பார். மேலும் ஒருவர் அல்லாஹ்வின் பக்கமும், அவனுடைய தூதரின் பக்கமும் ஹிஜ்ரத் செய்வதற்காகத் தன்னுடைய வீட்டை விட்டு வெளியேறிய பிறகு (வழியிலேயே) அவருக்கு மரணம் ஏற்பட்டுவிட்டால், திண்ணமாக அவருக்கு நற்கூலி வழங்குவது அல்லாஹ்வின் பொறுப்பாகிவிட்டது. அல்லாஹ் மிகவும் மன்னிப்பு வழங்குபவனாகவும், கருணை பொழிபவனாகவும் இருக்கின்றான்."
4,101,"மேலும், நீங்கள் பயணம் புறப்பட்டுச் சென்றால் சில தொழுகைகளைச் சுருக்கிக் கொள்வதில் உங்கள் மீது தவறேதுமில்லை. (குறிப்பாக) இறைநிராகரிப்பாளர்கள் உங்களுக்குத் தொல்லை கொடுப்பார்கள் என்று நீங்கள் அஞ்சினால் (சுருக்கிக் கொள்ளலாம்). ஏனென்றால், திண்ணமாக நிராகரிப்பாளர்கள் உங்களுக்கு வெளிப்படையான பகைவர்களாய் இருக்கின்றார்கள்."
4,102,"மேலும், (நபியே!) நீர் முஸ்லிம்களிடையே இருக்கும்போது (போர் நிலையில்) அவர்களுக்குத் தொழ வைப்பீராயின் அவர்களில் ஒரு குழுவினர் தங்களுடைய ஆயுதங்களை ஏந்திக் கொண்டு உம்மோடு நின்று கொள்ள வேண்டும். பிறகு அவர்கள் ஸுஜூது செய்து முடித்துவிட்டால் பின்னால் சற்று விலகிச் சென்றுவிட வேண்டும். தொழாமல் இருக்கும் மற்றொரு குழுவினர் வந்து உம்மோடு தொழ வேண்டும். அத்துடன் அவர்களும் முன்னெச்சரிக்கையோடு தம் ஆயுதங்களை ஏந்திக் கொண்டிருக்க வேண்டும். ஏனெனில், உங்கள் ஆயுதங்களிலும் பொருள்களிலும் நீங்கள் கவனக் குறைவாக இருந்துவிட்டால், உங்கள் மீது ஒரேயடியாக திடீர் தாக்குதல் நடத்த நிராகரிப்போர் தக்க தருணத்தை ஆவலுடன் எதிர்பார்த்துக் கொண்டிருக்கின்றார்கள். ஆயினும் மழையின் காரணமாக உங்களுக்குச் சிரமம் ஏற்பட்டால், அல்லது நீங்கள் நோயுற்றவர்களாய் இருந்தால், ஆயுதங்களைக் கீழே வைத்துவிடுவதில் உங்கள் மீது தவறேதுமில்லை. ஆனாலும் எச்சரிக்கையாகவே இருங்கள். திண்ணமாக, அல்லாஹ் நிராகரிப்போருக்கு இழிவுபடுத்தும் வேதனையைத் தயார் செய்து வைத்துள்ளான்."
4,103,"நீங்கள் தொழுகையை நிறைவேற்றிவிட்டால் நிற்கும்போதும், உட்காரும்போதும், படுக்கும்போதும் அல்லாஹ்வை நினைவுகூருங்கள். மேலும், எதிரிகள் குறித்து அச்சம் நீங்கிவிட்டால் தொழுகையை முழுமையாக நிறைவேற்றுங்கள்! உண்மையாகவே குறிப்பிட்ட நேரத்தில் நிறைவேற்ற வேண்டும் என்ற நிபந்தனையுடன் இறைநம்பிக்கையாளர்கள் மீது தொழுகை கடமையாக்கப்பட்டுள்ளது."
4,104,"அந்தக் கூட்டத்தைத் துரத்திச் செல்வதில் தளர்ந்து விடாதீர்கள்! நீங்கள் கஷ்டப்படுகிறீர்களென்றால், உங்களைப் போன்று அவர்களும்தான் கஷ்டப்படுகிறார்கள். மேலும், அல்லாஹ்விடமிருந்து அவர்கள் எதிர்பார்க்காதவற்றை நீங்கள் விரும்பி எதிர்பார்க்கின்றீர்கள். மேலும், அல்லாஹ் நன்கறிபவனாகவும், நுண்ணறிவாளனாகவும் இருக்கின்றான்."
4,105,(நபியே!) அல்லாஹ் உமக்கு அறிவித்துத் தந்த நேரிய வழியின்படி மக்களிடையே நீர் தீர்ப்பு வழங்கவேண்டும் என்பதற்காகவே உம்மீது இத்திருமறையை சத்தியத்துடன் நாம் இறக்கி வைத்தோம். நீர் நம்பிக்கைத் துரோகம் செய்பவர்களுக்கு வாதாடுபவராய் இருக்க வேண்டாம்.
4,106,"மேலும், அல்லாஹ்விடம் மன்னிப்புக் கோருவீராக! திண்ணமாக அல்லாஹ், மன்னிப்பு வழங்குபவனாகவும், கருணை புரிபவனாகவும் இருக்கின்றான்."
4,107,"தமக்குத் தாமே வஞ்சகம் செய்து கொள்கின்றவர்களுக்காக நீர் வாதாடாதீர்! திண்ணமாக, நம்பிக்கைத் துரோகம் செய்பவனையும் பாவம் புரிவதையே வழக்கமாகக் கொண்டவனையும் அல்லாஹ் நேசிப்பதில்லை."
4,108,"அவர்கள் (தம் இழிசெயல்களை) மனிதர்களுக்குத் தெரியாமல் மறைத்துக் கொள்ளலாம். ஆனால், அல்லாஹ்விடம் மறைக்க முடியாது. அவனோ அவனுடைய விருப்பத்திற்கு மாறாக அவர்கள் சதியாலோசனை செய்து கொண்டிருக்கும்போது கூட அவர்களுடன் இருக்கின்றான். மேலும், அல்லாஹ் அவர்கள் செய்கின்ற அனைத்துச் செயல்களையும் சூழ்ந்தறிந்து கொண்டிருக்கின்றான்."
4,109,"சரி! இக்குற்றவாளிகளின் சார்பில் உலக வாழ்க்கையின்போது நீங்கள் வாதாடிவிட்டீர்கள். ஆனால், மறுமைநாளில் அல்லாஹ்விடம் அவர்களுக்காக வாதாடுபவர் யார்? அல்லது அவர்களுக்காக பொறுப்பேற்பவர் யார்?"
4,110,"மேலும் ஒருவர் தீய செயல்புரிந்து, அல்லது தனக்குத்தானே அநீதி இழைத்துக்கொண்டு பின்னர் அல்லாஹ்விடம் பாவமன்னிப்புக் கோரினால், அல்லாஹ் மன்னிப்பு வழங்குபவனாகவும் கருணையாளனாகவும் இருப்பதை அவர் காண்பார்."
4,111,"ஆனால், ஒருவன் பாவத்தைச் சம்பாதிப்பானாகில் தனக்குக் கேடாகவே அவன் அதைச் சம்பாதித்துக் கொள்கின்றான். அல்லாஹ் நன்கறிபவனாகவும், நுண்ணறிவாளனாகவும் இருக்கின்றான்."
4,112,"மேலும், ஒருவன் ஒரு தவறை அல்லது ஒரு பாவத்தைச் செய்துவிட்டு ஒரு நிரபராதியின் மீது அதைச் சுமத்திவிட்டால் அவன் பெரும் அவதூறையும் வெளிப்படையான பாவத்தையும் நிச்சயம் சுமந்து கொள்பவனாவான்."
4,113,"(நபியே!) அல்லாஹ்வின் கருணையும், அவனுடைய அருளும் உம்மீது பொழிந்திராவிட்டால் (உம்மை அவர்கள் வழி தவறச் செய்திருப்பார்கள். ஏனெனில்) அவர்களில் ஒரு கூட்டத்தார் உம்மைத் தவறான கருத்தில் ஆழ்த்திட வேண்டும் என்று முடிவு கட்டியிருந்தார்கள். உண்மையில், அவர்கள் தங்களை அன்றி வேறெவரையும் தவறான கருத்தில் ஆழ்த்திக்கொள்ளவில்லை. மேலும், அவர்களால் உமக்கு யாதொரு தீங்கையும் இழைக்க முடியாது. அல்லாஹ் உமக்கு வேதத்தையும், நுண்ணறிவையும் அருளினான். மேலும், நீர் அறியாதவற்றையும் உமக்குக் கற்றுத் தந்தான். அல்லாஹ் உம்மீது பொழிந்த அருட்கொடையோ மகத்தானதாகும்."
4,114,"மனிதர்களின் பெரும்பாலான இரகசியப் பேச்சுகளில் எவ்வித நன்மையும் இருப்பதில்லை. தான தர்மம் செய்யும்படியோ, நற்செயல் புரியும்படியோ, மனிதர்களுக்கிடையே சீர்திருத்தம் செய்யும்படியோ அறிவுரை கூறுபவர்களின் பேச்சுக்களைத் தவிர! (அவற்றில் நன்மை உண்டு.) மேலும் எவர் அல்லாஹ்வின் உவப்பைத் தேடுவதற்காக இவ்வாறு செய்கின்றாரோ அவருக்கு நாம் விரைவில் மகத்தான கூலியை வழங்குவோம்."
4,115,"மேலும், தனக்கு நேர்வழி தெளிவாகிவிட்ட பின்னரும், எவன் இறைத்தூதரிடம் பகைமை காட்டுவதில் முனைப்பாக இருக்கின்றானோ, இறைநம்பிக்கையாளர்களின் நடத்தைக்கு மாறான பாதையில் செல்கின்றானோ, அவனை அவன் திரும்பிவிட்ட திசையிலேயே நாம் செலுத்துவோம்; பின்னர் அவனை நரகத்தில் வீசி எறிவோம்! அது மிகக் கெட்ட தங்குமிடமாகும்."
4,116,"திண்ணமாக தனக்கு இணைவைப்பதை அல்லாஹ் மன்னிக்கவே மாட்டான்; இது தவிர அனைத்தையும் தான் நாடுகின்றவர்களுக்கு அவன் மன்னித்து விடுவான். எனவே, யார் அல்லாஹ்வுக்கு இணை வைக்கின்றானோ அவன் வழிகேட்டில் வெகுதூரம் சென்றுவிட்டான்."
4,117,அவர்கள் அல்லாஹ்வை விடுத்து தேவதைகளை வணக்கத்திற்குரியவர்களாக எடுத்துக்கொள்கின்றார்கள்! மூர்க்கத்தனம் கொண்ட ஷைத்தானை அவர்கள் வணக்கத்திற்கு உரியவனாக எடுத்துக் கொள்கிறார்கள்!
4,118,"அவனையோ அல்லாஹ் சபித்திருக்கின்றான். (இவர்கள் பின்பற்றும் ஷைத்தான் எத்தகையவன் எனில்) அவன் அல்லாஹ்வை நோக்கிக் கூறினான்: ""உன் அடிமைகளிடமிருந்து ஒரு குறிப்பிட்ட பங்கினை திண்ணமாக நான் வாங்கியே தீருவேன்."
4,119,"மேலும், நிச்சயமாக நான் அவர்களை வழிகெடுப்பேன்; ஆசைகளில் அவர்களை உழலவைப்பேன். இன்னும், நான் அவர்களுக்குக் கட்டளையிடுவேன்; (அதன்படி) அவர்கள் கால்நடைகளின் காதுகளை அறுத்து விடுவார்கள். மேலும், நான் அவர்களுக்கு ஆணை பிறப்பிப்பேன்; (அதன்படி) அல்லாஹ் படைத்த ஒழுங்கமைப்பில் அவர்கள் மாற்றங்கள் செய்வார்கள்."" எவன் அல்லாஹ்வை விட்டுவிட்டு, இந்த ஷைத்தானைத் தன்னுடைய நண்பனாகவும், பாதுகாவலனாகவும் எடுத்துக் கொள்கின்றானோ அவன் அப்பட்டமான இழப்புக் குரியவன் ஆவான்."
4,120,"அவன் அவர்களுக்கு வாக்குறுதிகளை அளிக்கின்றான்; ஆசையூட்டுகின்றான். ஆனால், ஷைத்தான் அவர்களுக்கு அளிக்கும் வாக்குறுதிகள் அனைத்தும் ஏமாற்றத்தைத் தவிர வேறொன்றுமில்லை."
4,121,இத்தகையோர் தங்குமிடம் நரகம்தான்! அதிலிருந்து தப்பித்துக் கொள்வதற்கான வழி எதனையும் அவர்கள் காணமாட்டார்கள்.
4,122,"யார் நம்பிக்கை கொண்டு, நற்செயல்கள் புரிகின்றார்களோ அவர்களை கீழே ஆறுகள் ஓடும் சுவனப்பூங்காக்களில் நுழைய வைப்போம்; அவற்றில் அவர்கள் நிலையாகத் தங்கி வாழ்வார்கள். இது அல்லாஹ்வின் உண்மையான வாக்குறுதியாகும். தம் சொல்லில், அல்லாஹ்வைவிட உண்மையானவர்கள் வேறு யார் உளர்?"
4,123,"இறுதி விளைவு, நீங்கள் ஆசைப்படுவது போலவோ, வேதம் அருளப்பட்டவர்கள் ஆசைப்படுவது போலவோ ஏற்படப்போவதில்லை. எவன் தீமை செய்தாலும் அவன் அதற்குரிய விளைவை அடைவான். அல்லாஹ்வைத் தவிர தனக்கு வேறெந்த காப்பாளனையும், உதவியாளனையும் அவன் காணமாட்டான்."
4,124,"மேலும் நற்செயல்கள் புரிவோர் அவர்கள் ஆணாயினும், பெண்ணாயினும் சரி இறைநம்பிக்கை கொண்டவர்களாக இருப்பின், அவர்கள்தாம் சுவனத்தில் நுழைவார்கள். மேலும் இம்மியளவும் அவர்கள் அநீதி இழைக்கப்பட மாட்டார்கள்."
4,125,"மேலும், எவர் அல்லாஹ்வுக்கு முழுமையாக அடிபணிந்து, தன்னுடைய நடத்தையையும் நல்லதாக்கிக் கொண்டு ஒருமனப்பட்டு இப்ராஹீமின் வழிமுறையையும் பின்பற்றினாரோ அவரை விடச் சிறந்த வாழ்க்கை நெறி உடையவர் யார்? இப்ராஹீமையோ அல்லாஹ் தன் உற்ற நண்பராகத் தேர்ந்தெடுத்துக் கொண்டான்."
4,126,வானங்கள் மற்றும் பூமியில் உள்ள அனைத்தும் அல்லாஹ்வுக்கே உரியது; மேலும் அல்லாஹ் யாவற்றையும் சூழ்ந்தறிந்தவனாக இருக்கின்றான்.
4,127,"பெண்கள் விவகாரத்தில் தீர்ப்பு வழங்குமாறு அவர்கள் உம்மிடம் கோருகின்றார்கள். (நபியே!) நீர் கூறும்: ""அவர்கள் விவகாரத்தில் அல்லாஹ் உங்களுக்குத் தீர்ப்பு வழங்குகின்றான். மேலும், இவ்வேதத்தில் (முன்பிருந்தே) உங்களுக்கு எடுத்துரைக்கப்பட்டு வருகின்ற சட்டங்களையும் (நினைவுபடுத்துகின்றான்). அதாவது எந்த அநாதைப் பெண்களுக்கு, அவர்களுக்காக நிர்ணயிக்கப்பட்ட உரிமையை நீங்கள் கொடுப்பதில்லையோ, அவர்களைத் திருமணம் செய்துகொள்ள விரும்புவதுமில்லையோ (அல்லது பேராசையின் காரணமாக நீங்களே அவர்களைத் திருமணம் செய்துகொள்ள விரும்புகிறீர்களோ) அந்த அநாதைப் பெண்கள் பற்றிய சட்டங்களையும் மற்றும் பலவீனமான குழந்தைகள் பற்றிய சட்டங்களையும் (உங்களுக்கு நினைவுபடுத்துகிறான்). மேலும், அநாதைகள் விஷயத்தில் நீதியைக் கடைப்பிடியுங்கள் என்றும் அல்லாஹ் உங்களுக்கு ஏவுரை வழங்குகின்றான். மேலும், நீங்கள் செய்யும் எந்த ஒரு நன்மையையும் திண்ணமாக அல்லாஹ் நன்கு அறிந்தே இருக்கின்றான்."
4,128,"ஒரு பெண், தன்னிடம் கணவன் நல்ல முறையில் நடந்து கொள்ள மாட்டான் என்றோ, புறக்கணித்து விடுவான் என்றோ அஞ்சினால் கணவன்மனைவி இருவரும் (தம் உரிமைகளில் சிலவற்றை ஒருவருக்கொருவர் விட்டுக் கொடுத்து) தமக்கிடையே சமாதானம் செய்து கொள்வதில் தவறேதும் இல்லை; எந்நிலையிலும் சமாதானம் செய்து கொள்வதே நலம் தரக்கூடியதாகும். மனித உள்ளங்கள் குறுகிய எண்ணத்திற்கும் உலோபித்தனத்திற்கும் (விரைவாக) உட்பட்டுவிடுகின்றன. ஆனால், நீங்கள் இஹ்ஸான் நன்முறையில் வாழ்ந்து, இறையச்சத்தோடு செயல்படுவீர்களானால் திண்ணமாக அல்லாஹ் நீங்கள் செய்கின்றவற்றை நன்கறிபவனாக இருக்கின்றான்."
4,129,"மனைவியருக்கு இடையே முழுக்க முழுக்க நீதியாக நடந்துகொள்ள நீங்கள் விரும்பினாலும், அது உங்களால் முடியாது. எனவே, நீங்கள் (ஒரு மனைவியின் பக்கமே) முற்றிலும் சாய்ந்து மற்றவளை அந்தரத்தில் விடப்பட்டவள் போல் ஒதுக்கிவிடாதீர்கள். (இதுவே இறைச்சட்டத்தின் நோக்கத்தை நிறைவு செய்யப் போதுமானதாகும்.) நீங்கள், உங்கள் நடத்தையைச் சீராக்கிக் கொண்டு அல்லாஹ்வுக்கு அஞ்சி வாழ்ந்தால் திண்ணமாக அல்லாஹ் மன்னிப்பு வழங்குபவனாகவும் கருணையாளனாகவும் இருக்கின்றான்."
4,130,"ஆனால் கணவன் மனைவியரில் ஒருவர் மற்றவரை விட்டுப் பிரிந்து போவார்களானால், அல்லாஹ், தனது பரந்த ஆற்றலினால் அவர்களை ஒருவர் மற்றவரின் பக்கம் தேவையற்றவராய் ஆக்கிவிடுவான். அல்லாஹ் பரந்த ஆற்றலுடையவனும் அறிவார்ந்தவனுமாவான்."
4,131,"வானங்கள் மற்றும் பூமியிலுள்ளவை அனைத்தும் அல்லாஹ்வுக்கே உரியனவாகும். அல்லாஹ்வுக்கு அஞ்சிய வண்ணம் செயல்படுங்கள் என்றே உங்களுக்கு முன்னால் வேதம் வழங்கப்பட்டவர்களுக்கு நாம் அறிவுறுத்தியிருந்தோம். இப்போது உங்களுக்கும் (அதனையே அறிவுறுத்துகின்றோம்.) நீங்கள் நம்பவில்லையெனில் நம்பாதிருங்கள்! வானங்களிலுள்ள வையும், பூமியிலுள்ளவையும் திண்ணமாக அல்லாஹ்வுக்கே உரியன (என்பதை நினைவில் வையுங்கள்!) அல்லாஹ் தேவைகள் அற்றவனாகவும், அனைத்துப் புகழுக்கும் உரியவனாகவும் இருக்கின்றான்."
4,132,ஆம்! வானங்கள் பூமியிலுள்ள அனைத்திற்கும் அல்லாஹ்வே உரிமையாளன் ஆவான். அவற்றின் பொறுப்புகளை ஏற்க அவனே போதுமானவன்!
4,133,"மனிதர்களே, அவன் நினைத்தால் உங்களை அகற்றிவிட்டு (உங்களுக்குப் பகரமாக) மற்றவர்களைக் கொண்டு வருவான். இவ்வாறு செய்ய அல்லாஹ் முழு வலிமை பெற்றவனாக இருக்கின்றான்."
4,134,"இம்மைக்குரிய பயனை மட்டும் விரும்புகின்றவர் அல்லாஹ்விடத்தில் இம்மை, மறுமை இரண்டிற்குரிய நற்பயன்களும் இருக்கின்றன என்பதனைத் தெரிந்து கொள்ளட்டும்! மேலும் அல்லாஹ் யாவற்றையும் செவியேற்பவனாகவும், பார்ப்பவனாகவும் இருக்கின்றான்."
4,135,"இறைநம்பிக்கை கொண்டவர்களே! நீங்கள் நீதியைக் கடைப்பிடிப்பவராகவும் அல்லாஹ்வுக்காக சான்று வழங்குபவராகவும் திகழுங்கள்! (நீங்கள் செலுத்தும் நீதியும், வழங்கும் சாட்சியும்) உங்களுக்கோ உங்கள் பெற்றோருக்கோ நெருங்கிய உறவினருக்கோ பாதகமாக இருந்தாலும் சரியே! (நீங்கள் யாருக்காக சாட்சி சொல்கின்றீர்களோ) அவர் செல்வந்தராகவோ ஏழையாகவோ இருந்தாலும் சரியே! அல்லாஹ் அவர்களின் நலனில் உங்களைவிட அதிக அக்கறை உள்ளவனாக இருக்கின்றான். எனவே, மன இச்சையைப் பின்பற்றி நீதி தவறி விடாதீர்கள். நீங்கள் உண்மைக்குப் புறம்பாக சாட்சி சொன்னாலோ, சாட்சியளிக்காமல் விலகிச் சென்றாலோ திண்ணமாக அல்லாஹ் நீங்கள் செய்கின்றவற்றையெல்லாம் நன்கு அறிபவனாக இருக்கின்றான்."
4,136,"இறைநம்பிக்கை கொண்டவர்களே! நீங்கள் அல்லாஹ்வின் மீதும் அவனுடைய தூதர் மீதும், அவன் தன்னுடைய தூதர் மீது இறக்கி அருளிய வேதத்தின் மீதும், இதற்கு முன்னால் அவன் இறக்கி வைத்த வேதங்கள் மீதும் நம்பிக்கை கொள்ளுங்கள். எவன் அல்லாஹ்வையும், அவனுடைய வானவர்களையும், அவனுடைய வேதங்களையும், அவனுடைய தூதர்களையும், மறுமைநாளையும் மறுக்கின்றானோ அவன் வழி கேட்டிலே உழன்று வெகுதூரம் சென்றுவிட்டான்."
4,137,"எவர்கள் நம்பிக்கை கொண்ட பின்னர் நிராகரித்தார்களோ, மறுமுறையும் நம்பிக்கை கொண்டு அதற்குப் பின்பும் நிராகரித்தார்களோ பிறகு தம் நிராகரிப்பில் தீவிரமாக மூழ்கிக்கொன்டே சென்றார்களோ அத்தகையோரை ஒருபோதும் அல்லாஹ் மன்னிக்க மாட்டான்; மேலும், அவர்களுக்கு நேர்வழி காட்டவும் மாட்டான்."
4,138,நயவஞ்சகர்களுக்கு திண்ணமாக துன்புறுத்தும் தண்டனை இருக்கின்றது எனும் நற்செய்தியை அறிவிப்பீராக!
4,139,இவர்கள் இறைநம்பிக்கையாளர்களை விட்டுவிட்டு நிராகரிப்போரைத் தம் நண்பர்களாக்கிக் கொள்கிறார்கள். இவர்கள் அந்நிராகரிப்போரிடம் கண்ணியத்தை தேடிச் செல்கின்றார்களா? உண்மையில் எல்லாவிதமான கண்ணியமும் அல்லாஹ்வுக்கே உரியதாகும்.
4,140,"எங்காவது (சிலரால்) அல்லாஹ்வின் திருவசனங்கள் மறுத்துரைக்கப்படுவதையும் அவை ஏளனம் செய்யப்படுவதையும் நீங்கள் செவியுற்றால், அவர்கள் வேறு பேச்சில் ஈடுபடும் வரை (அங்கு) அவர்களுடன் நீங்கள் உட்காராதீர்கள் என்று (முன்பே) இவ்வேதத்தில் அல்லாஹ் உங்களுக்குக் கட்டளையிட்டுள்ளான். இனி அவ்வாறு செய்வீர்களாயின் நீங்களும் அவர்களைப் போன்றவராவீர்கள். உறுதியாக அறிந்து கொள்ளுங்கள்; அல்லாஹ் நயவஞ்சகர்களையும், நிராகரிப்பவர்களையும் நரகத்தில் ஒன்று சேர்ப்பவனாக இருக்கின்றான்."
4,141,"இந்நயவஞ்சகர்கள் உங்களுக்கு என்ன நேரப் போகிறது என்று எதிர்பார்த்துக் கொண்டிருக்கிறார்கள். அல்லாஹ்விடமிருந்து உங்களுக்கு வெற்றி கிட்டினால், ""நாங்கள் உங்களுடன் இருக்கவில்லையா?"" என்று கூறுவார்கள். நிராகரிப்போரின் கை ஓங்கியிருந்தால், ""உங்களுக்கு எதிராகப் போரிட நாங்கள் சக்தி பெற்றிருக்கவில்லையா? (இருந்தும்) இறை நம்பிக்கையாளரிடமிருந்து நாங்கள் உங்களைக் காப்பாற்றவில்லையா?"" என்று (அவர்களிடம்) கூறுவார்கள். உங்களுக்கும் அவர்களுக்குமிடையே இதைக் குறித்து மறுமைநாளில் அல்லாஹ் தீர்ப்பு வழங்குவான். (அத்தீர்ப்பில்) இறைநம்பிக்கையாளர்களுக்கு எதிராக, நிராகரிப்பவர்கள் மேலோங்க எவ்வழியும் அல்லாஹ் ஒரு போதும் வைத்திடமாட்டான்."
